age,job,marital,education,housing,loan,contact,poutcome,termdeposit
29,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
53,entrepreneur,married,basic.4y,no,no,telephone,nonexistent,no
37,technician,single,university.degree,yes,no,telephone,nonexistent,no
46,admin.,divorced,university.degree,no,no,telephone,nonexistent,no
30,admin.,married,university.degree,yes,yes,cellular,nonexistent,no
21,student,single,high.school,no,no,cellular,nonexistent,yes
35,technician,married,university.degree,yes,no,cellular,nonexistent,no
44,blue-collar,single,basic.9y,yes,yes,cellular,nonexistent,no
37,management,married,university.degree,no,no,cellular,nonexistent,no
32,technician,married,professional.course,no,no,cellular,failure,no
25,admin.,single,university.degree,yes,no,cellular,nonexistent,no
32,blue-collar,divorced,professional.course,yes,no,cellular,nonexistent,no
33,services,divorced,high.school,no,no,cellular,nonexistent,no
47,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
34,admin.,married,university.degree,no,no,cellular,nonexistent,no
52,management,married,university.degree,no,no,telephone,nonexistent,no
29,blue-collar,single,basic.9y,yes,no,cellular,nonexistent,no
32,blue-collar,married,high.school,no,no,telephone,nonexistent,no
31,technician,married,university.degree,yes,no,cellular,nonexistent,no
47,self-employed,married,basic.9y,yes,no,cellular,failure,no
35,admin.,married,high.school,yes,no,cellular,nonexistent,yes
30,technician,single,unknown,yes,yes,cellular,failure,no
32,technician,single,university.degree,no,yes,cellular,nonexistent,no
46,admin.,married,professional.course,no,no,cellular,nonexistent,no
48,technician,married,professional.course,yes,no,telephone,nonexistent,no
30,admin.,single,university.degree,yes,no,cellular,nonexistent,yes
38,technician,married,professional.course,yes,no,cellular,nonexistent,no
51,housemaid,divorced,high.school,yes,no,cellular,nonexistent,no
28,student,single,basic.9y,yes,no,telephone,nonexistent,no
38,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
30,technician,single,professional.course,no,no,telephone,nonexistent,no
34,admin.,single,high.school,no,no,telephone,nonexistent,no
26,blue-collar,married,professional.course,unknown,unknown,telephone,nonexistent,no
37,entrepreneur,married,professional.course,no,no,cellular,nonexistent,no
43,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,no
56,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
58,admin.,married,high.school,no,no,cellular,nonexistent,no
27,management,single,university.degree,yes,yes,cellular,failure,no
38,blue-collar,married,basic.4y,yes,yes,telephone,nonexistent,no
57,entrepreneur,single,university.degree,no,yes,cellular,nonexistent,no
32,technician,married,professional.course,yes,no,cellular,nonexistent,no
34,admin.,single,university.degree,no,yes,cellular,nonexistent,no
50,blue-collar,married,unknown,no,no,cellular,nonexistent,no
36,services,married,university.degree,yes,no,cellular,failure,no
37,self-employed,divorced,university.degree,yes,no,telephone,nonexistent,no
46,self-employed,divorced,basic.9y,no,no,cellular,nonexistent,no
33,blue-collar,married,basic.6y,no,yes,cellular,nonexistent,no
59,admin.,married,basic.4y,yes,yes,cellular,nonexistent,no
32,blue-collar,single,basic.6y,unknown,unknown,telephone,nonexistent,no
27,admin.,single,university.degree,yes,no,cellular,failure,yes
29,technician,married,professional.course,no,no,telephone,nonexistent,no
25,technician,single,professional.course,yes,no,cellular,nonexistent,no
33,unemployed,married,high.school,yes,yes,cellular,nonexistent,yes
34,admin.,married,university.degree,no,no,telephone,nonexistent,no
29,admin.,single,university.degree,no,no,cellular,nonexistent,no
34,admin.,single,basic.6y,no,no,cellular,nonexistent,no
46,management,married,high.school,yes,no,cellular,nonexistent,no
30,services,married,university.degree,yes,no,telephone,nonexistent,no
29,services,married,high.school,yes,yes,telephone,nonexistent,no
56,retired,married,professional.course,no,no,telephone,nonexistent,no
50,blue-collar,married,basic.9y,yes,no,cellular,nonexistent,yes
52,management,married,professional.course,unknown,unknown,telephone,nonexistent,no
58,retired,married,university.degree,no,no,cellular,failure,no
59,retired,divorced,basic.4y,yes,no,telephone,nonexistent,no
40,management,married,university.degree,no,no,telephone,nonexistent,no
39,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
31,admin.,single,university.degree,no,no,cellular,nonexistent,no
33,services,married,high.school,yes,no,telephone,nonexistent,no
30,entrepreneur,married,professional.course,yes,no,telephone,nonexistent,yes
72,retired,married,basic.4y,no,no,cellular,success,no
43,blue-collar,married,basic.9y,unknown,unknown,telephone,nonexistent,no
31,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
45,blue-collar,married,professional.course,yes,no,cellular,nonexistent,no
36,admin.,single,university.degree,no,no,cellular,nonexistent,no
33,technician,single,professional.course,no,no,cellular,nonexistent,no
86,retired,married,basic.4y,yes,no,cellular,failure,no
37,admin.,single,high.school,yes,no,cellular,nonexistent,no
66,retired,married,basic.4y,yes,no,cellular,success,yes
39,management,married,university.degree,no,no,telephone,nonexistent,yes
62,admin.,divorced,university.degree,yes,no,cellular,nonexistent,no
37,admin.,single,university.degree,yes,yes,cellular,nonexistent,no
41,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
38,technician,single,university.degree,yes,no,cellular,nonexistent,no
37,blue-collar,single,basic.6y,yes,no,cellular,nonexistent,no
45,admin.,married,university.degree,no,no,cellular,nonexistent,no
26,admin.,single,university.degree,yes,no,cellular,failure,no
52,entrepreneur,married,university.degree,yes,no,cellular,nonexistent,no
61,retired,married,university.degree,yes,no,cellular,nonexistent,yes
47,services,married,basic.6y,no,no,telephone,nonexistent,no
59,self-employed,married,professional.course,no,no,cellular,failure,no
78,retired,married,unknown,yes,no,cellular,nonexistent,yes
59,retired,married,basic.4y,yes,no,telephone,nonexistent,no
38,technician,married,professional.course,no,no,cellular,failure,yes
42,management,married,university.degree,no,no,cellular,nonexistent,no
59,retired,married,basic.6y,yes,no,cellular,nonexistent,yes
29,admin.,single,university.degree,yes,no,cellular,failure,no
39,admin.,married,university.degree,yes,no,telephone,nonexistent,no
56,self-employed,married,basic.9y,yes,no,cellular,nonexistent,no
38,admin.,single,university.degree,yes,no,cellular,nonexistent,no
41,entrepreneur,married,basic.4y,yes,no,cellular,nonexistent,no
26,blue-collar,single,basic.9y,no,no,cellular,nonexistent,yes
37,admin.,single,university.degree,yes,no,cellular,nonexistent,no
57,retired,married,basic.4y,yes,yes,cellular,nonexistent,no
47,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
48,admin.,married,high.school,no,no,telephone,nonexistent,no
24,services,single,high.school,yes,no,cellular,nonexistent,no
40,blue-collar,married,basic.9y,yes,yes,cellular,nonexistent,no
26,blue-collar,married,basic.9y,no,no,cellular,failure,no
25,student,married,university.degree,no,yes,cellular,nonexistent,no
54,blue-collar,married,unknown,yes,yes,cellular,nonexistent,no
33,technician,married,professional.course,yes,no,cellular,nonexistent,no
41,blue-collar,married,basic.9y,yes,no,cellular,failure,no
33,blue-collar,married,basic.9y,no,no,cellular,failure,no
36,self-employed,single,university.degree,yes,no,cellular,failure,no
45,admin.,married,university.degree,no,no,cellular,nonexistent,no
34,admin.,single,university.degree,yes,no,telephone,nonexistent,no
45,services,single,professional.course,unknown,unknown,telephone,nonexistent,no
55,unknown,married,unknown,yes,no,cellular,nonexistent,no
48,technician,married,basic.9y,yes,no,cellular,nonexistent,no
45,admin.,married,university.degree,no,no,cellular,success,yes
39,blue-collar,married,basic.9y,no,no,telephone,failure,no
34,technician,married,professional.course,yes,no,telephone,nonexistent,no
36,admin.,single,high.school,yes,no,telephone,nonexistent,no
44,admin.,married,basic.9y,yes,yes,cellular,nonexistent,no
38,technician,single,professional.course,yes,no,cellular,nonexistent,no
34,admin.,married,university.degree,no,yes,cellular,failure,no
44,technician,married,professional.course,no,no,cellular,nonexistent,no
54,blue-collar,married,basic.4y,no,no,telephone,nonexistent,no
34,technician,single,university.degree,yes,no,cellular,nonexistent,no
34,technician,single,professional.course,no,no,cellular,failure,yes
42,technician,divorced,university.degree,no,no,cellular,nonexistent,no
47,blue-collar,divorced,basic.4y,yes,no,cellular,nonexistent,no
37,blue-collar,married,basic.9y,no,no,cellular,nonexistent,no
47,blue-collar,married,basic.9y,yes,no,telephone,nonexistent,no
46,management,married,university.degree,no,no,cellular,nonexistent,yes
52,admin.,married,university.degree,yes,yes,cellular,nonexistent,yes
39,admin.,divorced,high.school,yes,no,cellular,nonexistent,no
45,services,married,basic.9y,no,yes,telephone,nonexistent,no
27,technician,single,professional.course,no,no,telephone,nonexistent,no
34,technician,married,university.degree,no,no,cellular,nonexistent,no
44,technician,married,professional.course,no,no,telephone,nonexistent,no
56,blue-collar,married,unknown,yes,no,telephone,nonexistent,no
39,admin.,married,university.degree,yes,no,telephone,failure,no
46,admin.,divorced,high.school,no,no,cellular,nonexistent,no
35,services,married,high.school,no,no,cellular,failure,no
31,admin.,single,university.degree,no,no,cellular,nonexistent,no
58,admin.,married,basic.4y,no,yes,cellular,nonexistent,no
45,blue-collar,divorced,basic.4y,no,no,telephone,nonexistent,no
33,technician,single,professional.course,yes,no,cellular,nonexistent,no
49,blue-collar,married,unknown,no,no,telephone,nonexistent,no
58,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
34,blue-collar,married,basic.4y,no,yes,telephone,nonexistent,no
33,entrepreneur,married,high.school,yes,no,cellular,failure,no
36,blue-collar,married,basic.9y,no,no,telephone,failure,no
57,blue-collar,married,high.school,yes,no,cellular,nonexistent,no
51,housemaid,married,high.school,no,no,cellular,nonexistent,no
47,admin.,married,university.degree,yes,no,cellular,nonexistent,no
32,admin.,divorced,high.school,no,no,cellular,failure,no
43,admin.,married,high.school,no,no,cellular,nonexistent,yes
27,blue-collar,single,basic.9y,unknown,unknown,cellular,nonexistent,no
31,management,single,university.degree,yes,no,cellular,nonexistent,no
36,technician,married,high.school,no,no,telephone,nonexistent,no
39,management,married,university.degree,no,no,cellular,nonexistent,no
41,technician,married,university.degree,no,no,cellular,nonexistent,no
42,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
29,admin.,single,high.school,no,no,cellular,failure,no
30,admin.,single,high.school,yes,no,telephone,nonexistent,no
42,technician,divorced,high.school,no,no,telephone,nonexistent,no
30,unemployed,married,professional.course,unknown,unknown,cellular,nonexistent,no
31,admin.,married,university.degree,no,no,cellular,nonexistent,yes
39,blue-collar,married,basic.6y,no,no,telephone,nonexistent,no
30,blue-collar,married,basic.4y,yes,no,telephone,nonexistent,no
33,admin.,single,university.degree,yes,no,telephone,nonexistent,no
27,technician,single,high.school,no,no,cellular,nonexistent,no
49,management,married,high.school,yes,no,telephone,nonexistent,no
37,entrepreneur,married,high.school,no,no,cellular,failure,no
35,technician,married,university.degree,no,no,cellular,nonexistent,no
36,admin.,single,university.degree,yes,no,cellular,failure,no
35,self-employed,married,university.degree,yes,no,telephone,nonexistent,no
39,services,married,high.school,yes,no,telephone,nonexistent,no
26,admin.,married,high.school,no,no,cellular,nonexistent,no
32,blue-collar,married,professional.course,yes,no,cellular,nonexistent,no
26,services,single,high.school,yes,no,cellular,nonexistent,no
35,blue-collar,single,high.school,no,no,cellular,nonexistent,yes
30,technician,single,professional.course,yes,yes,cellular,nonexistent,no
36,blue-collar,married,basic.9y,no,no,telephone,nonexistent,no
30,admin.,single,high.school,yes,no,cellular,nonexistent,no
35,entrepreneur,married,high.school,no,no,cellular,nonexistent,yes
30,blue-collar,married,basic.6y,yes,yes,cellular,nonexistent,yes
33,technician,married,professional.course,yes,yes,cellular,nonexistent,no
54,blue-collar,married,professional.course,yes,yes,telephone,nonexistent,no
38,blue-collar,married,basic.4y,no,no,cellular,nonexistent,no
20,student,single,high.school,yes,no,cellular,nonexistent,no
25,technician,unknown,university.degree,yes,no,cellular,nonexistent,no
50,entrepreneur,married,basic.9y,no,no,telephone,nonexistent,no
34,technician,single,professional.course,yes,yes,cellular,nonexistent,no
47,self-employed,married,university.degree,no,no,cellular,nonexistent,no
56,services,married,basic.9y,no,no,telephone,nonexistent,no
35,technician,married,professional.course,no,no,telephone,nonexistent,no
25,blue-collar,single,basic.4y,no,no,telephone,nonexistent,no
25,services,married,high.school,no,no,cellular,nonexistent,no
50,entrepreneur,married,professional.course,yes,no,cellular,nonexistent,yes
42,self-employed,divorced,university.degree,yes,no,cellular,nonexistent,no
42,admin.,married,university.degree,yes,no,cellular,nonexistent,no
